image_id,top_color,bottom_color,top_type,bottom_type
0743605_jpg.rf.feb32e95e63ba2d6619121d3863b6945.jpg,darkslategrey,black,KNITWEAR,LOUNGEWEAR
0158694_jpg.rf.3bb27b1329c6150faffacd15eaf1072b.jpg,black,black,DRESSES,TROUSERS
1048637_jpg.rf.637340d4f083f1341a849756fb49adf9.jpg,bisque,None,DRESSES,None
1059738_jpg.rf.7144058808552f9039b9271dbaa604d0.jpg,indianred,grey,DRESSES,LOUNGEWEAR
0178963_jpg.rf.9b4d70f27c59194fb94c10f925eb48e2.jpg,linen,tan,DRESSES,TROUSERS
0915073_jpg.rf.a4cb46b04b8339d6ead00815e78c7f35.jpg,grey,darkslategrey,DRESSES,SHORTS
0935772_jpg.rf.28e9a8398d405a745efb72d9265f7aa1.jpg,blanchedalmond,sandybrown,DRESSES,TROUSERS
0231316_jpg.rf.ef72ce8f52aeb0a794e36c9879507eca.jpg,linen,purple,TOPS,SHORTS
0363095_jpg.rf.2daa513a2f26ad2f6f03847bdf85c8bf.jpg,black,dimgrey,DRESSES,TROUSERS
0854836_jpg.rf.c301fa256a676bba14bf28c1046942d7.jpg,lavender,black,DRESSES,LOUNGEWEAR
0297403_jpg.rf.540683663decef380fb77cf28ddb1761.jpg,saddlebrown,darkslategrey,DRESSES,SHORTS
0625355_jpg.rf.fb1cb7e554c96a986338095a48f5ba8f.jpg,darkseagreen,rosybrown,KNITWEAR,TROUSERS
0405947_jpg.rf.60f6c40188f03bed48196bb8b34cb5a4.jpg,lightslategrey,None,DENIM,None
0463581_jpg.rf.cff73300dab61d2b0b44b3adb253bc5a.jpg,floralwhite,None,DRESSES,None
0289934_jpg.rf.9a25ba8c3c7be2c9927f129e25698974.jpg,peru,black,DRESSES,LOUNGEWEAR
0149563_jpg.rf.baece71a9758fdaa725836cf26a3f89e.jpg,firebrick,None,DRESSES,None
0297248_jpg.rf.c80765865c61b217fefd8eb996d9123d.jpg,silver,black,DRESSES,TROUSERS
0411729_jpg.rf.d4bad04c4143822125a421ae23f565ff.jpg,lightsteelblue,None,DRESSES,None
0358070_jpg.rf.ec4a380340337e3db6e865a51e82e795.jpg,black,None,KNITWEAR,None
0578570_jpg.rf.fd9f0d7ac9aa71f4580aae30bf3698f5.jpg,tan,None,DRESSES,None
0393767_jpg.rf.b4ce6fdcc62310c8554acd6160fdd4c5.jpg,darkslategrey,midnightblue,SKIRTS,TROUSERS
0575294_jpg.rf.a55db9a34b2ee275620b18cc5b284678.jpg,whitesmoke,None,DRESSES,None
0242674_jpg.rf.a894d6c1f7e8f3a97c53cb4b61f20dd5.jpg,antiquewhite,brown,SKIRTS,LOUNGEWEAR
1045074_jpg.rf.79b55d8cd66dea64be4b5654abcab272.jpg,linen,antiquewhite,TOPS,LOUNGEWEAR
0299717_jpg.rf.72ef9b8ea11b670b66c72526b76a32bd.jpg,darkslategrey,None,SKIRTS,None
0501921_jpg.rf.16586ab04020e6fb9ce3bf8ee6ad6156.jpg,rosybrown,darkslategrey,DRESSES,TROUSERS
0256406_jpg.rf.41cfc068fd7dd208d3fe9bb69c5ed7b6.jpg,darkslategrey,dimgrey,SKIRTS,TROUSERS
0382657_jpg.rf.c8ff22c6d444fc310c42b7008cf289ef.jpg,lightgrey,None,SKIRTS,None
0180572_jpg.rf.da8585b2391040218ffe982755d03ecb.jpg,darkgrey,None,DRESSES,None
0448688_jpg.rf.bd8b202451194aa3b8ceebae76363623.jpg,grey,None,DRESSES,None
0259720_jpg.rf.3a786a41c0e8ee3f6cfe56ed1821c662.jpg,black,gainsboro,DRESSES,SHORTS
1086011_jpg.rf.ba424f41839b3ac999eeb6ce90ef7f8d.jpg,silver,None,DRESSES,None
0441480_jpg.rf.a0100262d7af0d8d170196032aa0f313.jpg,black,None,SKIRTS,None
0131583_jpg.rf.e8727779097728e8a0e2c6146f2264cc.jpg,black,None,TOPS,None
0889501_jpg.rf.f7193205454b44e77cdf884b96b04c71.jpg,plum,None,TOPS,None
0405349_jpg.rf.36703d9623874ccdec794c3c00b8fe9b.jpg,gainsboro,None,DRESSES,None
0818195_jpg.rf.5c22f4980c265077a6d62dec11b426d2.jpg,lightgrey,sienna,DRESSES,LOUNGEWEAR
0174195_jpg.rf.b2e71df3059bf38a98fb8ca4c73ad754.jpg,darkgrey,dimgrey,DRESSES,LOUNGEWEAR
0358617_jpg.rf.02662b305183e52ac48280c875fd61e6.jpg,gainsboro,lightgrey,DRESSES,TROUSERS
0174816_jpg.rf.4f845876cf3413f362112f2ad9f9712e.jpg,black,rosybrown,DRESSES,LOUNGEWEAR
1080475_jpg.rf.565b8c0e7eda6411d279fffc15669d18.jpg,darkslategrey,dimgrey,KNITWEAR,TROUSERS
0353391_jpg.rf.d2c04a23c652c81aa8452ff37fd4bda1.jpg,lightgrey,None,TOPS,None
0496095_jpg.rf.25d38f28d574fae144f6765a0e76aeab.jpg,peachpuff,lightgrey,DRESSES,TROUSERS
0410146_jpg.rf.85a331e6a5242662e8cfd055716e941b.jpg,black,grey,SKIRTS,TROUSERS
0886975_jpg.rf.9024514632b17c077af21d0e2ea08016.jpg,darkslategrey,None,COATS,None
0169934_jpg.rf.87e1d4748f0471e13bdbed4e54a0a5ec.jpg,grey,peru,DRESSES,LOUNGEWEAR
0392046_jpg.rf.0f34f8df1dc2d07732a6f938672886f0.jpg,black,None,TOPS,None
0580591_jpg.rf.b38c58d96eddb2821b44e78c51ab1f6e.jpg,ghostwhite,None,TOPS,None
0117784_jpg.rf.672b4007024cfe2988fe9dc41aa35ff0.jpg,darkslategrey,darkolivegreen,SKIRTS,TROUSERS
0631469_jpg.rf.682561a5c21fc0555b88d57f6131010f.jpg,wheat,None,DRESSES,None
0497760_jpg.rf.3d7f2fdd1aeeec0234b5df51409fd1e9.jpg,lightgrey,grey,DRESSES,SHORTS
0371732_jpg.rf.00aee7dda0bc488af4ea93d5915cb2de.jpg,linen,None,DRESSES,None
1092847_jpg.rf.57c3371b8fabbbf85b86e590e328952e.jpg,black,rosybrown,DRESSES,LOUNGEWEAR
0132648_jpg.rf.502d75d60d75f7e87581e19cc4a1970d.jpg,darkgrey,None,DRESSES,None
0433572_jpg.rf.904c810c9d66ae26e1606a85df71c7de.jpg,lavender,None,DRESSES,None
0149571_jpg.rf.fadcc2414cffd8e3f0e7ffd58a70831b.jpg,white,None,DRESSES,None
0395688_jpg.rf.7ee5e69607e3fd68c398334e8e4f252d.jpg,black,rosybrown,DRESSES,TROUSERS
1056545_jpg.rf.c669311196250c103bd7d1835b24dda8.jpg,darkgrey,darkgrey,KNITWEAR,LOUNGEWEAR
0141704_jpg.rf.be9400590c4b18c145e31565e22ec5bd.jpg,crimson,None,DRESSES,None
0183087_jpg.rf.f560624357b9f6fe57d8498113a18202.jpg,gainsboro,None,DRESSES,None
0154625_jpg.rf.0dfe7e0c50f70756714ebce7f0445538.jpg,white,None,DRESSES,None
0486734_jpg.rf.db7616dc41c2ce6dfd4edcd4e27a8aa4.jpg,gainsboro,None,DRESSES,None
0307667_jpg.rf.dd228d18191918c0da6030f1456372fc.jpg,whitesmoke,None,DRESSES,None
1055100_jpg.rf.2a1aecf098ac265ada7d73ee6f2502c6.jpg,rosybrown,rosybrown,DRESSES,LOUNGEWEAR
0463436_jpg.rf.5d25de971368ff75e22989a8738a0b2c.jpg,darkslategrey,sienna,SKIRTS,TROUSERS
0354412_jpg.rf.5617c60fe4e2687c34a96452129da452.jpg,gainsboro,rosybrown,DRESSES,TROUSERS
0153506_jpg.rf.05977db6aa4b89f8b8ce631ce23ff400.jpg,black,None,DRESSES,None
0590782_jpg.rf.3cebb06b716cd4820bbb80f6e5b3bf7d.jpg,grey,None,DRESSES,None
0571393_jpg.rf.c10fc5817fa3631036157aabd535e367.jpg,silver,cadetblue,DRESSES,SHORTS
0289129_jpg.rf.153b095650da6d5b8ccdf362d21352c6.jpg,darkolivegreen,whitesmoke,SKIRTS,LOUNGEWEAR
0559551_jpg.rf.809e42ee7398b531fc8032dc19c9ce83.jpg,thistle,darkolivegreen,TOPS,TROUSERS
0299089_jpg.rf.897e633fc0059c80ed800c89be3d3e57.jpg,saddlebrown,darkgrey,DRESSES,TROUSERS
1005130_jpg.rf.5ec5517c089d7ee997dad7032ab4fcd7.jpg,goldenrod,None,DRESSES,None
0575292_jpg.rf.9793acccbff4986eded49c8a7314578b.jpg,darkgrey,black,DRESSES,SHORTS
1064056_jpg.rf.5207e5d4444ed2f37c3d688c64962aa8.jpg,seashell,bisque,DRESSES,LOUNGEWEAR
1089866_jpg.rf.b07acbe26ffa5ab084aee83a5e7e838f.jpg,black,indianred,DRESSES,TROUSERS
0432287_jpg.rf.50c4ca6f0d6df0b56f067d9e204d832c.jpg,gainsboro,thistle,DRESSES,TROUSERS
0618416_jpg.rf.95b7fd5de6a2cbef54db245be5d269df.jpg,lightgrey,grey,DRESSES,TROUSERS
0341027_jpg.rf.740a8a22efe563582c17f2e8ae7b7c52.jpg,palegoldenrod,None,DRESSES,None
0137915_jpg.rf.1c30a9daaf37a014d614bc4b6c1ea9e2.jpg,white,darksalmon,DRESSES,LOUNGEWEAR
0162526_jpg.rf.3c346ee694ec11292a100c34fa461cb8.jpg,lavenderblush,olivedrab,DRESSES,LOUNGEWEAR
1021655_jpg.rf.cbe9e3907ecd807ddde6484e15548411.jpg,darkgrey,maroon,DRESSES,LOUNGEWEAR
0362987_jpg.rf.a84683c47964e388b91291d82d6e6729.jpg,darkslategrey,darkslategrey,DRESSES,TROUSERS
0723250_jpg.rf.3435f9b6dc621df510cc7be720ecb5fe.jpg,firebrick,sienna,DRESSES,TROUSERS
0415171_jpg.rf.02b1e6e2011e62bb548a29557c6c97a2.jpg,black,None,DRESSES,None
0181086_jpg.rf.5e34c308f98b822c21c5416800d3e9ba.jpg,grey,darkgrey,DRESSES,TROUSERS
0138954_jpg.rf.8b851355cd6e290d31b86d9a88f37c6a.jpg,grey,None,TOPS,None
0501670_jpg.rf.2a29c4a60ab9a45fd3e3b6c5c9c1f137.jpg,silver,darkseagreen,DRESSES,TROUSERS
0448273_jpg.rf.6972fe100c4713e642929a40f3731bdb.jpg,darkslategrey,lightgrey,DENIM,SHORTS
0118506_jpg.rf.a0f356e070253134b6f9f8e51f66eeef.jpg,sienna,None,DRESSES,None
1089451_jpg.rf.6f78d928f75cf9114181cd00c7429446.jpg,darkgrey,None,DRESSES,None
1057887_jpg.rf.ad9441a487f9308289fd49c1172c5b77.jpg,mediumvioletred,None,DRESSES,None
0244840_jpg.rf.a84afddea2de8455bd1ea240ef87e341.jpg,dimgrey,None,DRESSES,None
0361242_jpg.rf.328aec32da12caff54080a488c98dec1.jpg,black,darkgrey,DRESSES,SHORTS
0153306_jpg.rf.2836aede0eba0cdf2dce5c995878d345.jpg,oldlace,oldlace,DRESSES,LOUNGEWEAR
0553525_jpg.rf.bd90e5f1d41c6afe972dda0965e0e81f.jpg,black,None,DRESSES,None
0338118_jpg.rf.da22809031ad5757b52e8958e3836374.jpg,antiquewhite,silver,COATS,SHORTS
0106765_jpg.rf.851df5bb0a90d1ed2782186df567c750.jpg,darkgrey,dimgrey,DRESSES,LOUNGEWEAR
0212096_jpg.rf.ee44cf7a46244824b93587abf3818e45.jpg,rosybrown,None,DRESSES,None
0466995_jpg.rf.30fa30eb4ef975fd72d60cba7dbf3ffa.jpg,darkslategrey,lightgrey,DENIM,LOUNGEWEAR
0285674_jpg.rf.978905ce1d92e58070f811a83cdca1ba.jpg,seashell,saddlebrown,DRESSES,TROUSERS
0398787_jpg.rf.a83240ac26c3f7f390559c4df139026e.jpg,black,None,DRESSES,None
0425846_jpg.rf.b64ff92ab607738eb5aac684cecf3be5.jpg,rosybrown,mintcream,DENIM,LOUNGEWEAR
0432913_jpg.rf.2611ebdd401545ddd201da0151c6de3e.jpg,dimgrey,darkkhaki,KNITWEAR,SHORTS
0390094_jpg.rf.aa475ffb85fbe8c26aec93b6fa01b015.jpg,dimgrey,darkolivegreen,DRESSES,TROUSERS
0132659_jpg.rf.bb2d568937e23689b7cb2d1dadfcb76d.jpg,darkgrey,darkgrey,DRESSES,LOUNGEWEAR
0687718_jpg.rf.5342b2592f8477ab22bce0649b58a475.jpg,darkgrey,rosybrown,COATS,LOUNGEWEAR
0341542_jpg.rf.bd330abbd54df985dc94cc3b57e548c8.jpg,khaki,darksalmon,DRESSES,LOUNGEWEAR
0112159_jpg.rf.0c28409db9e6ab76d96e5e08ef465357.jpg,linen,darksalmon,DRESSES,TROUSERS
0128149_jpg.rf.fd7c6c1c45c450c42f27271061917459.jpg,black,None,DRESSES,None
1070237_jpg.rf.0e152e19c92b06ee66789c25471fce4a.jpg,whitesmoke,grey,DRESSES,TROUSERS
1061316_jpg.rf.04819d001255fe3a9308a36a66b849da.jpg,antiquewhite,indianred,DRESSES,LOUNGEWEAR
0422334_jpg.rf.3977e53f5afacfc2d8843530b0dce672.jpg,darkgrey,silver,DRESSES,LOUNGEWEAR
0181309_jpg.rf.0017712c31f547b1f4911a8cf54fd24b.jpg,silver,dimgrey,DRESSES,TROUSERS
0444517_jpg.rf.e8abe614c4ba8ca090697b5950ee4744.jpg,saddlebrown,None,COATS,None
0177328_jpg.rf.b284507babfbea3edf1f439282f9075c.jpg,antiquewhite,None,DRESSES,None
0463784_jpg.rf.012061a0d78364424470a543fd496513.jpg,sandybrown,dimgrey,DRESSES,TROUSERS
0282486_jpg.rf.df98059f9e9011bdaaf88e8777650f00.jpg,darkgreen,darkkhaki,DRESSES,LOUNGEWEAR
1031124_jpg.rf.31664422bca790c279780a5ca75c0d9c.jpg,antiquewhite,rosybrown,COATS,TROUSERS
0370775_jpg.rf.1433b18ef68ce98e8a1bc47b19df1702.jpg,slategrey,slategrey,DRESSES,TROUSERS
1111608_jpg.rf.ec6cadf3dce86489f1061af7ef3dd90f.jpg,darkslategrey,None,SKIRTS,None
0486870_jpg.rf.8fd0ef4058b98a439e163049c28024d1.jpg,beige,dimgrey,DRESSES,SHORTS
0146087_jpg.rf.7d61230594a3fffc2479522bb9db5a84.jpg,darkslategrey,black,TOPS,LOUNGEWEAR
0000211_jpg.rf.dc24797f163aec510825335adc4a4739.jpg,tan,palevioletred,DRESSES,SHORTS
0420718_jpg.rf.45732c1f6f62bd5adb214a511e0e16ea.jpg,gainsboro,gainsboro,DRESSES,LOUNGEWEAR
0835405_jpg.rf.0f3663cbb061abbd1271eebcaf8f0e4f.jpg,darkslategrey,whitesmoke,DRESSES,TROUSERS
0148848_jpg.rf.91da9ec7ded60a6ac2a5e43969d30992.jpg,floralwhite,rosybrown,DRESSES,TROUSERS
0418655_jpg.rf.5212e08c51ac61fed2a81f79b50ca6ed.jpg,silver,peru,DRESSES,TROUSERS
0374674_jpg.rf.ebfdb0a2d9e6be6649251f41cbb70904.jpg,black,grey,DRESSES,TROUSERS
0502988_jpg.rf.39c2c11c5a9ddcd8a9c62e2661a574a0.jpg,rosybrown,None,DRESSES,None
0129687_jpg.rf.80bb9afa3754dbf112e37a72c412510e.jpg,darkslategrey,None,DENIM,None
0177852_jpg.rf.a0b29c7eee483765f3094e872a0984ed.jpg,silver,darkolivegreen,COATS,TROUSERS
1026072_jpg.rf.73a2c0132c2d1db488c41e9b9b870cd7.jpg,midnightblue,midnightblue,DRESSES,SHORTS
1081623_jpg.rf.8606cd3ed40223bf1bb76f0abfecade4.jpg,maroon,darkgrey,KNITWEAR,TROUSERS
0417299_jpg.rf.499eb8eb0b51ad0addc708a34fcc1782.jpg,wheat,wheat,DRESSES,LOUNGEWEAR
0134576_jpg.rf.d2fb499d266a89f6388fcc87a8619363.jpg,lavender,linen,DRESSES,TROUSERS
0376338_jpg.rf.bded8f36424ea44d894ea8d690f473c8.jpg,black,black,SKIRTS,LOUNGEWEAR
0330800_jpg.rf.5b8db5b00701ba5c1d4b7da5d9fede81.jpg,silver,darkgrey,SKIRTS,LOUNGEWEAR
0243120_jpg.rf.4636163eaa87298b7224ccb855a9578b.jpg,pink,None,DRESSES,None
0912650_jpg.rf.aac683bb1b45dee921ab8502c3204c9d.jpg,antiquewhite,None,DRESSES,None
0227945_jpg.rf.223b059177d1d08fb4cf4d628a45528f.jpg,black,tan,DRESSES,LOUNGEWEAR
1011187_jpg.rf.4c48fb89244e1f035168562960577a45.jpg,darkgrey,silver,DRESSES,LOUNGEWEAR
0148646_jpg.rf.1e384ebc0d1ab3e86611a6dfc9ed48bc.jpg,deepskyblue,None,DRESSES,None
0548113_jpg.rf.e9e64521b0c00fbcb63eb5a6dcbcf759.jpg,wheat,peru,COATS,SHORTS
0180775_jpg.rf.e1b5983d18f9dadb456547c78e1c7eb4.jpg,darkolivegreen,indianred,SKIRTS,SHORTS
0343436_jpg.rf.a6632706ce8c71a2ddee4a187af29abb.jpg,lightgrey,grey,COATS,TROUSERS
0450002_jpg.rf.6e2417ac1d96ee88aa32a086b9b798f4.jpg,darkcyan,darkgrey,DRESSES,TROUSERS
0284154_jpg.rf.519a93bfe4436603251fd3510dc9c8e8.jpg,lightsteelblue,rosybrown,DRESSES,LOUNGEWEAR
0470260_jpg.rf.5b5fd747e2ad40815373b975ce6841f8.jpg,whitesmoke,black,DRESSES,TROUSERS
0122301_jpg.rf.9abff61e55b3f7c1171c1a39dede3d5f.jpg,lightgrey,None,TOPS,None
0893808_jpg.rf.efca632348422797f961de5701acc2a6.jpg,seashell,silver,DRESSES,TROUSERS
0177841_jpg.rf.e23a25e7c3bbfcc432fd96c608b65798.jpg,cornflowerblue,grey,DRESSES,LOUNGEWEAR
1070962_jpg.rf.26b52ce38fa3c524c4615af0a6a12a96.jpg,black,darkkhaki,DRESSES,TROUSERS
0113426_jpg.rf.d1969a2151a25ec946f9b46fb37634fc.jpg,navajowhite,burlywood,DRESSES,LOUNGEWEAR
0320156_jpg.rf.eba48bf13997bfa6795ac2a753e99d4c.jpg,midnightblue,midnightblue,DRESSES,LOUNGEWEAR
0439274_jpg.rf.b66eb9bd7d49a8e7a51411e3a6b2c922.jpg,whitesmoke,wheat,TOPS,LOUNGEWEAR
0957108_jpg.rf.68d7f9703805274d5f41d2911b69e383.jpg,darkseagreen,None,DRESSES,None
0910041_jpg.rf.d806765a95104683b3b1814bcb760ff4.jpg,darkslategrey,beige,DRESSES,TROUSERS
0498282_jpg.rf.453f9213acf4de4850107549d413370a.jpg,lavender,None,DRESSES,None
0633647_jpg.rf.adf419413284345eea52e0fea982f133.jpg,peru,khaki,TOPS,LOUNGEWEAR
0397114_jpg.rf.14ad122c6a63f539873ae90e78da8ba2.jpg,black,tan,DRESSES,TROUSERS
0412812_jpg.rf.599ca885c316c0fbe7a7ee14f6820b77.jpg,black,black,DRESSES,SHORTS
0137693_jpg.rf.d01a362eb35c6382c446910da778fb39.jpg,tan,None,DRESSES,None
0457959_jpg.rf.a56ce473d820dd84ba33683d50bc6fb4.jpg,dimgrey,dimgrey,DENIM,TROUSERS
0793803_jpg.rf.b71c322bc57d1c5e08179aa8dd8aca90.jpg,lightgrey,None,DRESSES,None
0702275_jpg.rf.7d6e6c6927ade761ca176fd2ed7cefae.jpg,saddlebrown,gainsboro,DRESSES,TROUSERS
0139069_jpg.rf.87694a9ce2f52b942006f8232a1890b9.jpg,rosybrown,sienna,DRESSES,LOUNGEWEAR
0492965_jpg.rf.6690262ff88864449642f0f7b340c52b.jpg,black,darkolivegreen,DRESSES,LOUNGEWEAR
0381201_jpg.rf.bb2a04fc8a24fd8b6e7814a645b1d744.jpg,black,None,DRESSES,None
0248599_jpg.rf.3b18648281a5d9ffbf0795fbd9476871.jpg,linen,rosybrown,DRESSES,LOUNGEWEAR
0463196_jpg.rf.b809d7bcc19a71f4728be0d7c1424a65.jpg,black,darkkhaki,DRESSES,TROUSERS
0440997_jpg.rf.50a952e7fe90a481b5b25674c95999f1.jpg,darkolivegreen,dimgrey,DRESSES,LOUNGEWEAR
0123394_jpg.rf.7abae775a98eac2ea564cf73ed3e2642.jpg,black,None,DRESSES,None
0466945_jpg.rf.6007710f2718360376f7feac5eb233fc.jpg,black,None,KNITWEAR,None
0118311_jpg.rf.b164476079e4259de911b8bd81c5c355.jpg,black,sienna,TOPS,TROUSERS
1021332_jpg.rf.ebc5223299d075d9192f4948a37cb6a4.jpg,black,rosybrown,DRESSES,LOUNGEWEAR
0295113_jpg.rf.545ad49b7111edd99116d24c51be26c1.jpg,whitesmoke,sienna,DRESSES,TROUSERS
0023742_jpg.rf.4bb76f9d4dd873fabe05871b6aae82cf.jpg,lightslategrey,sienna,DRESSES,LOUNGEWEAR
0345244_jpg.rf.d534859d6233dcf29c0afa4faf5952e0.jpg,brown,None,KNITWEAR,None
0333505_jpg.rf.ca5b55d15ea8fe4475aa0eae46a95c8a.jpg,lightcyan,maroon,DRESSES,TROUSERS
0451686_jpg.rf.b25cf26253870d03aa0a3dfe299234c6.jpg,lavender,None,DRESSES,None
1023247_jpg.rf.3c6d67f8598b9189178caa869c109f30.jpg,olivedrab,None,DRESSES,None
1081423_jpg.rf.e01829fcfa38bb8833d84568490591b9.jpg,tan,None,DRESSES,None
1077377_jpg.rf.459cb47212fd0e61caec04375f76349d.jpg,darkslategrey,None,KNITWEAR,None
0102107_jpg.rf.c193bb0cc7da241570bfaf85f353d64f.jpg,black,None,KNITWEAR,None
0394357_jpg.rf.19f4bf47df8565ce37bba56e2595eb83.jpg,silver,darkslategrey,DRESSES,LOUNGEWEAR
0351619_jpg.rf.38a8b9f3afc9950f3038136444578a46.jpg,snow,None,DRESSES,None
0860598_jpg.rf.2bf7bc43ae3e911f70987b091d92008e.jpg,dimgrey,None,DRESSES,None
0428816_jpg.rf.af6c144f5e2d459cc4f8c4c423f9b6a8.jpg,darkslategrey,grey,SKIRTS,SHORTS
0387061_jpg.rf.22c3610acb9dd33b56b8f9259362197f.jpg,slategrey,None,SKIRTS,None
0454897_jpg.rf.a8581f457d07f593128800ce518fd926.jpg,black,black,DRESSES,TROUSERS
0309049_jpg.rf.90ebb73e97b405c6db9b9bff1f6b1d2f.jpg,black,lemonchiffon,DRESSES,TROUSERS
0193187_jpg.rf.c243805dda2c9c6440ef30d97042e1f2.jpg,silver,None,DRESSES,None
0304419_jpg.rf.49c5391860a0bc69c327b63d9a2f76a6.jpg,silver,None,DRESSES,None
0418040_jpg.rf.a0ece3e5420705c9639240d48a6f6a7c.jpg,black,darkolivegreen,KNITWEAR,TROUSERS
0629621_jpg.rf.1a88df1d35d97bc69f0b11b943f4f7b1.jpg,maroon,None,DRESSES,None
0433943_jpg.rf.87f136a33ec09ddc171c4b2c502c9cd1.jpg,gainsboro,None,COATS,None
0454935_jpg.rf.29a9dfe3f6c0dbe6de181d0eb066d7ac.jpg,maroon,sienna,DRESSES,LOUNGEWEAR
0447623_jpg.rf.312f0d5af8dc27ab011528c4dc1d7e36.jpg,grey,grey,COATS,TROUSERS
0431038_jpg.rf.23fb34a96e4717f7c2e0359b5d3b0c4c.jpg,linen,sienna,SKIRTS,TROUSERS
0913600_jpg.rf.8f44e03189b5a9ec5c34b82a7889e4e0.jpg,darkgrey,None,DRESSES,None
0144721_jpg.rf.e7bdce7fc1b27b68a692188280227833.jpg,darkslategrey,darkslategrey,SKIRTS,TROUSERS
0295891_jpg.rf.750ef63d02fe89e0d30be42e38d762ea.jpg,snow,whitesmoke,DRESSES,LOUNGEWEAR
0441479_jpg.rf.43e3b366a9741ea9a1c163af4613d88d.jpg,white,None,DRESSES,None
0444059_jpg.rf.e19c2f924ae7a38dc7fc6fa4b29ea378.jpg,black,khaki,DRESSES,TROUSERS
0539313_jpg.rf.1b03e0a1e4284886b5cceaabeb83cc20.jpg,ghostwhite,darkslategrey,DRESSES,SHORTS
0376674_jpg.rf.a061c15f120f15032a5b4ded42a1f3ce.jpg,silver,black,DRESSES,SHORTS
0419173_jpg.rf.daefc39ed7a278396034876d7e0f244d.jpg,darkolivegreen,peru,SKIRTS,TROUSERS
0676679_jpg.rf.c6ce99730e783fadf4a6592f3dcd13d7.jpg,whitesmoke,None,KNITWEAR,None
0103252_jpg.rf.e59f0aaf7f0ab3696550d591d286190f.jpg,darkslategrey,darkolivegreen,DRESSES,TROUSERS
